date	old_codes	new_codes	tables	line_numbers	description
2021q2	New code	102010405	 B.1	 14	Nonfinancial corporate business; market value estimate of nonfinancial assets
2021q2	663163503	Deleted			Security brokers and dealers; corporate and foreign bonds issued by investment banks; liability
2021q2	663061703	663061705	 F.130, F.211, L.130, L.211	 9, 25, 7, 25	Security brokers and dealers; agency- and GSE-backed securities (net); asset
2021q2	503163005	503163003	 F.132, F.213, L.132, L.213	 19, 10, 18, 10	Other financial business; corporate and foreign bonds where the proceeds are down-streamed to broker-dealer subsidiaries by investment banks that are holding-company parents; liability
2021q2	164041085	Deleted	B.101.h	33	Nonprofit organizations; other notes and loans receivable, excluding syndicated loans; asset
2021q2	164041023	163069023			Nonprofit organizations; other loans and advances receivable held by 501c3-9 organizations; asset
2021q2	164041013	163069013			Nonprofit organizations; other loans and advances receivable held by private foundations; asset
2021q2	164041005	163069005	 F.216, L.216, B.101.n	 58, 58, 16	Nonprofit organizations; other loans and advances receivable; asset
2021q1	New code	913192105			Other financial corporations and insurance companies and pension funds; foreign direct investment in U.S.: equity; liability
2021q1	New code	884142005	 620_matrix, 720_matrix	 43:1, 43:1	All domestic sectors; long-term loans; liability
2021q1	New code	884042005	 620_matrix, 720_matrix	 14:1, 14:1	All domestic sectors; long-term loans; asset
2021q1	New code	844135005	 620_matrix, 720_matrix	 41:4, 41:4	Monetary authority, private depository institutions, and money market funds; total loans including security repurchase agreements; liability
2021q1	New code	814142005	 S.65.a, S.65.a	 62, 133	Other financial corporations; long-term loans; liability
2021q1	New code	814042005	 S.65.a, S.65.a	 45, 113	Other financial corporations; long-term loans; liability
2021q1	New code	804135005	 620_matrix, 720_matrix	 41:10, 41:10	Other financial intermediaries except insurance companies and pension funds; total loans including security repurchase agreements; liability
2021q1	New code	803192305	 S.65.a, S.65.a, S.65.a, 620_matrix, 720_matrix	 64, 90, 135, 43:10, 43:10	Other financial intermediaries except insurance companies and pension funds; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	803192105	 S.65.a, S.65.a, S.65.a	 70, 93, 141	Other financial intermediaries except insurance companies and pension funds; foreign direct investment in U.S.: equity; liability (market value)
2021q1	New code	796012095	 S.2.a, S.2.q, S.6.a, S.6.a, S.6.a, S.6.q, S.6.q, S.6.q	 11, 11, 25, 26, 28, 13, 14, 16	Domestic financial sectors; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA)
2021q1	New code	795000995	 S.2.a, S.2.q, S.6.a, S.6.a, S.6.q, S.6.q	 42, 42, 33, 34, 21, 22	Domestic financial sectors; net lending (+) or borrowing (-) (capital account)
2021q1	New code	794142005	 S.6.a, S.6.a, S.6.q, S.6.q, 620_matrix, 720_matrix	 65, 140, 53, 128, 43:3, 43:3	Domestic financial sectors; long-term loans; liability
2021q1	New code	794042005	 S.6.a, S.6.a, S.6.q, S.6.q, 620_matrix, 720_matrix	 46, 120, 34, 108, 14:3, 14:3	Domestic financial sectors; long-term loans; asset
2021q1	New code	793192305	 F.108, S.6.a, S.6.q, L.108, Flows_matrix, Levels_matrix	 55, 95, 83, 48, 43:12, 33:12	Domestic financial sectors; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	793192105	 F.108, S.6.a, S.6.a, S.6.a, S.6.q, S.6.q, S.6.q, L.108, Flows_matrix, Levels_matrix	 60, 71, 98, 146, 59, 86, 134, 52, 44:12, 34:12	Domestic financial sectors; foreign direct investment in U.S.: equity; liability (market value
2021q1	New code	793181125	 F.108	 57	Domestic financial sectors; equity and investment fund shares excluding mutual fund shares, money market fund shares, and other equity; liability (IMA)
2021q1	New code	793092305	 S.6.a, S.6.q, Flows_matrix, Levels_matrix	 89, 77, 41:11, 31:11	Domestic financial sectors; U.S. direct investment abroad: intercompany debt; asset (market value)
2021q1	New code	793092105	 S.6.a, S.6.a, S.6.a, S.6.q, S.6.q, S.6.q, Flows_matrix, Levels_matrix	 52, 92, 126, 40, 80, 114, 42:11, 32:11	Domestic financial sectors; U.S. direct investment abroad: equity; asset (market value)
2021q1	New code	774135005	 620_matrix, 720_matrix	 41:13, 41:13	Captive financial institutions and money lenders; total loans including security repurchase agreements; liability
2021q1	New code	773192305	 620_matrix, 720_matrix	 43:13, 43:13	Captive financial institutions and money lenders; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	764194005	 F.111	 33	U.S.-chartered depository institutions, including IBFs; total liabilities and equity
2021q1	New code	763092305	 F.230, S.62.a, S.62.a, L.230	 16, 83, 114, 13	U.S.-chartered depository institutions; U.S. direct investment abroad: intercompany debt (market value)
2021q1	New code	763092100	 F.230, S.62.a, S.62.a, S.62.a, L.230	 7, 53, 86, 119, 4	U.S.-chartered depository institutions; U.S. direct investment abroad: equity (market value)
2021q1	New code	763081105			U.S.-chartered depository institutions; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset
2021q1	New code	754194005	 F.112	 19	Foreign banking offices in the U.S.; total liabilities and equity
2021q1	New code	753192305	 F.110, F.112, F.230, S.62.a, S.62.a, S.62.a, L.110, L.112, L.230, 620_matrix, 620_matrix, 620_matrix, 720_matrix, 720_matrix, 720_matrix	 35, 28, 37, 66, 88, 133, 31, 25, 31, 43:4, 43:6, 43:7, 43:4, 43:6, 43:7	Foreign banking offices in the U.S.; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	753192103	 F.110, F.112, F.230, S.62.a, S.62.a, S.62.a, L.110, L.112, L.230	 42, 32, 24, 69, 90, 136, 36, 29, 21	Foreign banking offices in the U.S.; foreign direct investment in U.S.: equity; liability (market value)
2021q1	New code	734194005	 F.131	 20	Holding companies; total liabilities and equity
2021q1	New code	733181105	 F.131	 30	Holding companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset
2021q1	New code	704190085	 S.62.a	 87	Private depository institutions; revaluation of equity and investment fund shares and foreign direct investment; liability (IMA)
2021q1	New code	704135005	 S.62.a, S.62.a, 620_matrix, 620_matrix, 720_matrix, 720_matrix, SBS_matrix	 64, 131, 41:6, 41:7, 41:6, 41:7, 14:4	Private depository institutions; total loans including security repurchase agreements; liability
2021q1	New code	704042005	 S.62.a, S.62.a, 620_matrix, 620_matrix, 620_matrix, 720_matrix, 720_matrix, 720_matrix	 48, 112, 14:4, 14:6, 14:7, 14:4, 14:6, 14:7	Private depository institutions; long-term loans; asset
2021q1	New code	703181125	 F.110	 40	Private depository institutions; equity and investment fund shares excluding mutual fund shares, money market fund shares, and other equity; liability (IMA)
2021q1	New code	663181125	 F.130	 29	Security brokers and dealers; equity and investment fund shares excluding mutual fund shares, money market fund shares, and other equity; liability (IMA)
2021q1	New code	663092305	 F.230, L.230	 20, 17	Security brokers and dealers; U.S. direct investment abroad: intercompany debt (market value)
2021q1	New code	663092103	 F.230, L.230	 11, 8	Security brokers and dealers; U.S. direct investment abroad: equity (market value)
2021q1	New code	644194005	 F.129	 14	Real estate investment trusts; total liabilities and equity
2021q1	New code	614194005	 F.128	 13	Finance companies; total liabilities and equity
2021q1	New code	613092305	 F.230, L.230	 19, 16	Finance companies; U.S. direct investment abroad: intercompany debt (market value)
2021q1	New code	613092103	 F.230, L.230	 10, 7	Finance companies; U.S. direct investment abroad: equity (market value)
2021q1	New code	604135005	 620_matrix, 720_matrix	 41:11, 41:11	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; total loans including security repurchase agreements; liability
2021q1	New code	604042005	 620_matrix, 620_matrix, 720_matrix, 720_matrix	 14:10, 14:11, 14:10, 14:11	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; long-term loans; asset
2021q1	New code	603192305	 620_matrix, 720_matrix	 43:11, 43:11	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	603092305	 S.65.a, S.65.a	 86, 115	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; U.S. direct investment abroad: intercompany debt; asset (market value)
2021q1	New code	603092105	 S.65.a, S.65.a, S.65.a	 50, 88, 120	Other financial intermediaries except insurance companies, pension funds, financial auxiliaries and captive financial institutions and money lenders; U.S. direct investment abroad: equity; asset (market value)
2021q1	New code	584042005	 620_matrix, 720_matrix, 7II_matrix	 14:14, 14:14, 9:8	Insurance companies and pension funds; long-term loans; asset
2021q1	New code	544194075	 F.116.g	 21	Life insurance companies, general accounts; total liabilities and equity
2021q1	New code	544135005	 7II_matrix	 22:10	Life insurance companies; total loans including security repurchase agreements; liability
2021q1	New code	544042005	 7II_matrix	 9:10	Life insurance companies; long-term loans; asset
2021q1	New code	543181125	 F.116, F.116.g	 42, 31	Life insurance companies; equity and investment fund shares excluding mutual fund shares, money market fund shares, and other equity; liability (IMA)
2021q1	New code	543092375	 F.230, L.230	 18, 15	Life insurance companies, general accounts; U.S. direct investment abroad: intercompany debt (market value)
2021q1	New code	543092173	 F.230, L.230	 9, 6	Life insurance companies, general accounts; U.S. direct investment abroad: equity (market value)
2021q1	New code	524135005	 S.63.a, S.63.a, 620_matrix, 620_matrix, 720_matrix, 720_matrix, SBS_matrix, 7II_matrix, 7II_matrix	 56, 117, 41:14, 41:15, 41:14, 41:15, 14:6, 22:8, 22:9	Insurance companies; total loans including security repurchase agreements; liability
2021q1	New code	524042005	 S.63.a, S.63.a, 620_matrix, 720_matrix, 7II_matrix	 45, 103, 14:15, 14:15, 9:9	Insurance companies; long-term loans; asset
2021q1	New code	523192305	 S.63.a, S.63.a, S.63.a, 620_matrix, 620_matrix, 720_matrix, 720_matrix, 7II_matrix, 7II_matrix	 58, 81, 119, 43:14, 43:15, 43:14, 43:15, 24:8, 24:9	Insurance companies; foreign direct investment in U.S.: intercompany debt; liability (market value)
2021q1	New code	523192105	 S.63.a, S.63.a, S.63.a	 61, 83, 122	Insurance companies; foreign direct investment in U.S.: equity; liability (market value)
2021q1	New code	523092305	 S.63.a, S.63.a	 76, 105	Insurance companies; U.S. direct investment abroad: intercompany debt; asset (market value)
2021q1	New code	523092105	 S.63.a, S.63.a, S.63.a	 51, 79, 111	Insurance companies; U.S. direct investment abroad: equity; asset (market value)
2021q1	New code	514135005	 7II_matrix	 22:11	Property-casualty insurance companies; total loans including security repurchase agreements; liability
2021q1	New code	514042005	 7II_matrix	 9:11	Property-casualty insurance companies; long-term loans; asset
2021q1	New code	513181125	 F.115	 33	Property-casualty insurance companies; equity and investment fund shares excluding mutual fund shares, money market fund shares, and other equity; liability (IMA)
2021q1	New code	513092305	 F.230, L.230	 17, 14	Property-casualty insurance companies; U.S. direct investment abroad: intercompany debt (market value)
2021q1	New code	513092103	 F.230, L.230	 8, 5	Property-casualty insurance companies; U.S. direct investment abroad: equity (market value)
2021q1	New code	504194005	 F.132	 15	Other financial business; total liabilities and equity
2021q1	New code	503192305	 F.230, L.132, L.230	 43, 22, 37	Other financial business; foreign direct investment in U.S.: intercompany debt; liability (market value)
